Codigo,DESCRICAO,Classificação,Caso
I219,Infarto agudo do miocárdio não especificado,Outros,0
I220,Infarto do miocárdio recorrente da parede anterior,Outros,0
I221,Infarto do miocárdio recorrente da parede inferior,Outros,0
I228,Infarto do miocárdio recorrente de outras localizações,Outros,0
I229,Infarto do miocárdio recorrente de localização não especificada,Outros,0
I230,Hemopericárdio como complicação atual subseqüente ao infarto agudo do miocárdio,Outros,0
I231,Comunicação interatrial como complicação atual subseqüente ao infarto agudo do miocárdio,Outros,0
I232,Comunicação interventricular como complicação atual subseqüente ao infarto agudo do miocárdio,Outros,0
I233,Ruptura da parede do coração sem ocorrência de hemopericárdio como complicação atual subseqüente ao infarto agudo do miocárdio,Outros,0
I234,Ruptura de cordoalhas tendíneas como complicação atual subseqüente ao infarto agudo do miocárdio,Outros,0
I235,Ruptura de músculos papilares como complicação atual subseqüente ao infarto agudo do miocárdio,Outros,0
I236,"Trombose de átrio, aurícula e ventrículo como complicação atual subseqüente ao infarto agudo do miocárdio",Outros,0
I238,Outras complicações atuais subseqüentes ao infarto agudo do miocárdio,Outros,0
I240,Trombose coronária que não resulta em infarto do miocárdio,Outros,0
I241,Síndrome de Dressler,Outros,0
I248,Outras formas de doença isquêmica aguda do coração,Outros,0
I249,Doença isquêmica aguda do coração não especificada,Outros,0
I250,"Doença cardiovascular aterosclerótica, descrita desta maneira",Outros,0
I251,Doença aterosclerótica do coração,Outros,0
I252,Infarto antigo do miocárdio,Outros,0
I253,Aneurisma cardíaco,Outros,0
I254,Aneurisma de artéria coronária,Outros,0
I255,Miocardiopatia isquêmica,Outros,0
I256,Isquemia miocárdica silenciosa,Outros,0
I258,Outras formas de doença isquêmica crônica do coração,Outros,0
I259,Doença isquêmica crônica do coração não especificada,Outros,0
I260,Embolia pulmonar com menção de cor pulmonale agudo,Outros,0
I269,Embolia pulmonar sem menção de cor pulmonale agudo,Outros,0
I270,Hipertensão pulmonar primária,Outros,0
I271,Cardiopatia cifoescoliótica,Outros,0
I272,Outra hipertensão pulmonar secundária,Outros,0
I278,Outras doenças pulmonares do coração especificadas,Outros,0
I279,Cardiopatia pulmonar não especificada,Outros,0
I280,Fístula arteriovenosa de vasos pulmonares,Outros,0
I281,Aneurisma da artéria pulmonar,Outros,0
I288,Outras doenças especificadas dos vasos pulmonares,Outros,0
I289,Doença não especificada dos vasos pulmonares,Outros,0
I300,Pericardite aguda idiopática não específica,Outros,0
I301,Pericardite infecciosa,Outros,0
I308,Outras formas de pericardite aguda,Outros,0
I309,Pericardite aguda não especificada,Outros,0
I310,Pericardite adesiva crônica,Outros,0
I311,Pericardite constritiva crônica,Outros,0
I312,Hemopericárdio não classificado em outra parte,Outros,0
I313,Derrame pericárdico (não-inflamatório),Outros,0
I318,Outras doenças especificadas do pericárdio,Outros,0
I319,Doença não especificada do pericárdio,Outros,0
I320,Pericardite em doenças bacterianas classificadas em outra parte,Outros,0
I321,Pericardite em outras doenças infecciosas e parasitárias classificadas em outra parte,Outros,0
I328,Pericardite em outras doenças classificadas em outra parte,Outros,0
I330,Endocardite infecciosa aguda e subaguda,Outros,0
I339,Endocardite aguda não especificada,Outros,0
I340,Insuficiência (da valva) mitral,Outros,0
I341,Prolapso (da valva) mitral,Outros,0
I342,"Estenose (da valva) mitral, não-reumática",Outros,0
I348,Outros transtornos não-reumáticos da valva mitral,Outros,0
I349,"Transtornos não-reumáticos da valva mitral, não especificados",Outros,0
I350,Estenose (da valva) aórtica,Outros,0
I351,Insuficiência (da valva) aórtica,Outros,0
I352,Estenose (da valva) aórtica com insuficiência,Outros,0
I358,Outros transtornos da valva aórtica,Outros,0
I359,Transtornos não especificados da valva aórtica,Outros,0
I360,Estenose (da valva) tricúspide não-reumática,Outros,0
I361,Insuficiência (da valva) tricúspide não-reumática,Outros,0
I362,"Estenose (da valva) tricúspide com insuficiência, não-reumática",Outros,0
I368,Outros transtornos não-reumáticos da valva tricúspide,Outros,0
I369,"Transtornos não-reumáticos da valva tricúspide, não especificados",Outros,0
I370,Estenose da valva pulmonar,Outros,0
I371,Insuficiência da valva pulmonar,Outros,0
I372,Estenose da valva pulmonar com insuficiência,Outros,0
I378,Outros transtornos da valva pulmonar,Outros,0
I379,Transtornos não especificados da valva pulmonar,Outros,0
I38,Endocardite de valva não especificada,Outros,0
I390,Transtornos da valva mitral em doenças classificadas em outra parte,Outros,0
I391,Transtornos da valva aórtica em doenças classificadas em outra parte,Outros,0
I392,Transtornos da valva tricúspide em doenças classificadas em outra parte,Outros,0
I393,Transtornos da valva pulmonar em doenças classificadas em outra parte,Outros,0
I394,Transtornos de múltiplas valvas em doenças classificadas em outra parte,Outros,0
I398,"Endocardite, de valva não especificada, em doenças classificadas em outra parte",Outros,0
I400,Miocardite infecciosa,Outros,0
I401,Miocardite isolada,Outros,0
I408,Outras miocardites agudas,Outros,0
I409,Miocardite aguda não especificada,Outros,0
I410,Miocardite em doenças bacterianas classificadas em outra parte,Outros,0
I411,Miocardite em doenças virais classificadas em outra parte,Outros,0
I412,Miocardite em outras doenças infecciosas e parasitárias classificadas em outra parte,Outros,0
I418,Miocardite em outras doenças classificadas em outra parte,Outros,0
I420,Cardiomiopatia dilatada,Outros,0
I421,Cardiomiopatia obstrutiva hipertrófica,Outros,0
I422,Outras cardiomiopatias hipertróficas,Outros,0
I423,Doença endomiocárdica (eosinofílica),Outros,0
I424,Fibroelastose endocárdica,Outros,0
I425,Outras cardiomiopatias restritivas,Outros,0
I426,Cardiomiopatia alcoólica,Outros,0
I427,Cardiomiopatia devida a drogas e outros agentes externos,Outros,0
I428,Outras cardiomiopatias,Outros,0
I429,Cardiomiopatia não especificada,Outros,0
I430,Cardiomiopatia em doenças infecciosas e parasitárias classificadas em outra parte,Outros,0
I431,Cardiomiopatia em doenças metabólicas,Outros,0
I432,Cardiomiopatia em doenças nutricionais,Outros,0
I438,Cardiomiopatia em outras doenças classificadas em outra parte,Outros,0
I440,Bloqueio atrioventricular de primeiro grau,Outros,0
I441,Bloqueio atrioventricular de segundo grau,Outros,0
I442,Bloqueio atrioventricular total,Outros,0
I443,Outras formas de bloqueio atrioventricular e as não especificadas,Outros,0
I444,Bloqueio do fascículo anterior esquerdo,Outros,0
I445,Bloqueio do fascículo posterior esquerdo,Outros,0
I446,Outras formas de bloqueio fascicular e as não especificadas,Outros,0
I447,Bloqueio de ramo esquerdo não especificado,Outros,0
I450,Bloqueio fascicular direito,Outros,0
I451,Outras formas de bloqueio de ramo direito e as não especificadas,Outros,0
I452,Bloqueio bifascicular,Outros,0
I453,Bloqueio trifascicular,Outros,0
I454,Bloqueio intraventricular não específico,Outros,0
I455,Outras formas especificadas de bloqueio cardíaco,Outros,0
I456,Síndrome de pré-excitação,Outros,0
I458,Outros transtornos especificados da condução,Outros,0
I459,Transtorno de condução não especificado,Outros,0
I460,Parada cardíaca com ressuscitação bem sucedida,Outros,0
I461,"Morte súbita (de origem) cardíaca, descrita desta forma",Outros,0
I469,Parada cardíaca não especificada,Outros,0
I470,Arritmia ventricular por reentrada,Outros,0
I471,Taquicardia supraventricular,Outros,0
I472,Taquicardia ventricular,Outros,0
I479,Taquicardia paroxística não especificada,Outros,0
I48,Flutter e fibrilação atrial,Outros,0
I490,Flutter e fibrilação ventricular,Outros,0
I491,Despolarização atrial prematura,Outros,0
I492,Despolarização juncional prematura,Outros,0
I493,Despolarização ventricular prematura,Outros,0
I494,Outras formas de despolarização prematura e as não especificadas,Outros,0
I495,Síndrome do nó sinusal,Outros,0
I498,Outras arritmias cardíacas especificadas,Outros,0
I499,Arritmia cardíaca não especificada,Outros,0
I500,Insuficiência cardíaca congestiva,Outros,0
I501,Insuficiência ventricular esquerda,Outros,0
I509,Insuficiência cardíaca não especificada,Outros,0
I510,Defeito adquirido de septo cardíaco,Outros,0
I511,"Ruptura de cordoalha tendínea, não classificada em outra parte",Outros,0
I512,"Ruptura de músculo papilar, não classificada em outra parte",Outros,0
I513,"Trombose intracardíaca, não classificada em outra parte",Outros,0
I514,Miocardite não especificada,Outros,0
I515,Degeneração miocárdica,Outros,0
I516,Doença cardiovascular não especificada,Outros,0
I517,Cardiomegalia,Outros,0
I518,Outras doenças mal definidas do coração,Outros,0
I519,Doença não especificada do coração,Outros,0
I520,Outras afecções cardíacas em doenças bacterianas classificadas em outra parte,Outros,0
I521,Outras afecções cardíacas em outras doenças infecciosas e parasitárias classificadas em outra parte,Outros,0
I528,Outras afecções cardíacas em outras doenças classificadas em outra parte,Outros,0
I600,Hemorragia subaracnóide proveniente do sifão e da bifurcação da carótida,Outros,0
I601,Hemorragia subaracnóide proveniente da artéria cerebral média,Outros,0
I602,Hemorragia subaracnóide proveniente da artéria comunicante anterior,Outros,0
I603,Hemorragia subaracnóide proveniente da artéria comunicante posterior,Outros,0
I604,Hemorragia subaracnóide proveniente da artéria basilar,Outros,0
I605,Hemorragia subaracnóide proveniente da artéria vertebral,Outros,0
I606,Hemorragia subaracnóide proveniente de outras artérias intracranianas,Outros,0
I607,Hemorragia subaracnóide proveniente de artéria intracraniana não especificada,Outros,0
I608,Outras hemorragias subaracnóides,Outros,0
I609,Hemorragia subaracnóide não especificada,Outros,0
I610,Hemorragia intracerebral hemisférica subcortical,Outros,0
I611,Hemorragia intracerebral hemisférica cortical,Outros,0
I612,Hemorragia intracerebral hemisférica não especificada,Outros,0
I613,Hemorragia intracerebral do tronco cerebral,Outros,0
I614,Hemorragia intracerebral cerebelar,Outros,0
I615,Hemorragia intracerebral intraventricular,Outros,0
I616,Hemorragia intracerebral de múltiplas localizações,Outros,0
I618,Outras hemorragias intracerebrais,Outros,0
I619,Hemorragia intracerebral não especificada,Outros,0
I620,Hemorragia subdural (aguda) (não-traumática),Outros,0
I621,Hemorragia extradural não-traumática,Outros,0
I629,Hemorragia intracraniana (não-traumática) não especificada,Outros,0
I630,Infarto cerebral devido a trombose de artérias pré-cerebrais,Outros,0
I631,Infarto cerebral devido a embolia de artérias pré-cerebrais,Outros,0
I632,Infarto cerebral devido a oclusão ou estenose não especificadas de artérias pré-cerebrais,Outros,0
I633,Infarto cerebral devido a trombose de artérias cerebrais,Outros,0
I634,Infarto cerebral devido a embolia de artérias cerebrais,Outros,0
I635,Infarto cerebral devido a oclusão ou estenose não especificadas de artérias cerebrais,Outros,0
I636,Infarto cerebral devido a trombose venosa cerebral não-piogênica,Outros,0
I638,Outros infartos cerebrais,Outros,0
I639,Infarto cerebral não especificado,Outros,0
I64,"Acidente vascular cerebral, não especificado como hemorrágico ou isquêmico",Outros,0
I650,Oclusão e estenose da artéria vertebral,Outros,0
I651,Oclusão e estenose da artéria basilar,Outros,0
I652,Oclusão e estenose da artéria carótida,Outros,0
I653,Oclusão e estenose de artérias pré-cerebrais múltiplas e bilaterais,Outros,0
I658,Oclusão e estenose de outra artéria pré-cerebral,Outros,0
I659,Oclusão e estenose de artérias pré-cerebrais não especificadas,Outros,0
I660,Oclusão e estenose da artéria cerebral média,Outros,0
I661,Oclusão e estenose da artéria cerebral anterior,Outros,0
I662,Oclusão e estenose da artéria cerebral posterior,Outros,0
I663,Oclusão e estenose de artérias cerebelares,Outros,0
I664,"Oclusão e estenose de artérias cerebrais, múltiplas e bilaterais",Outros,0
I668,Oclusão e estenose de outra artéria cerebral,Outros,0
I669,Oclusão e estenose de artéria cerebral não especificada,Outros,0
I670,"Dissecção de artérias cerebrais, sem ruptura",Outros,0
I671,Aneurisma cerebral não-roto,Outros,0
I672,Aterosclerose cerebral,Outros,0
I673,Leucoencefalopatia vascular progressiva,Outros,0
I674,Encefalopatia hipertensiva,Outros,0
I675,Doença de Moyamoya,Outros,0
I676,Trombose não-piogênica do sistema venoso intracraniano,Outros,0
I677,Arterite cerebral não classificada em outra parte,Outros,0
I678,Outras doenças cerebrovasculares especificadas,Outros,0
I679,Doença cerebrovascular não especificada,Outros,0
I680,Angiopatia cerebral amiloidótica,Outros,0
I681,Arterite cerebral em doenças infecciosas e parasitárias,Outros,0
I682,Arterite cerebral em outras doenças classificadas em outra parte,Outros,0
I688,Outros transtornos cerebrovasculares em doenças classificadas em outra parte,Outros,0
I690,Seqüelas de hemorragia subaracnoídea,Outros,0
I691,Seqüelas de hemorragia intracerebral,Outros,0
I692,Seqüelas de outras hemorragias intracranianas não traumáticas,Outros,0
I693,Seqüelas de infarto cerebral,Outros,0
I694,Seqüelas de acidente vascular cerebral não especificado como hemorrágico ou isquêmico,Outros,0
I698,Seqüelas de outras doenças cerebrovasculares e das não especificadas,Outros,0
I700,Aterosclerose da aorta,Outros,0
I701,Aterosclerose da artéria renal,Outros,0
I702,Aterosclerose das artérias das extremidades,Outros,0
I708,Aterosclerose de outras artérias,Outros,0
I709,Aterosclerose generalizada e a não especificada,Outros,0
I710,Aneurisma dissecante da aorta [qualquer porção],Outros,0
I711,"Aneurisma da aorta torácica, roto",Outros,0
I712,"Aneurisma da aorta torácica, sem menção de ruptura",Outros,0
I713,"Aneurisma da aorta abdominal, roto",Outros,0
I714,"Aneurisma da aorta abdominal, sem menção de ruptura",Outros,0
I715,"Aneurisma da aorta tóraco-abdominal, roto",Outros,0
I716,"Aneurisma da aorta toráco-abdominal, sem menção de ruptura",Outros,0
I718,"Aneurisma da aorta de localização não especificada, roto",Outros,0
I719,"Aneurisma aórtico de localização não especificada, sem menção de ruptura",Outros,0
I720,Aneurisma da artéria carótida,Outros,0
I721,Aneurisma de artéria dos membros superiores,Outros,0
I722,Aneurisma da artéria renal,Outros,0
I723,Aneurisma de artéria ilíaca,Outros,0
I724,Aneurisma de artéria dos membros inferiores,Outros,0
I728,Aneurisma de outras artérias especificadas,Outros,0
I729,Aneurisma de localização não especificada,Outros,0
I730,Síndrome de Raynaud,Outros,0
I731,Tromboangeíte obliterante [doença de Buerger],Outros,0
I738,Outras doenças vasculares periféricas especificadas,Outros,0
I739,Doenças vasculares periféricas não especificada,Outros,0
I740,Embolia e trombose da aorta abdominal,Outros,0
I741,Embolia e trombose de outras porções da aorta e das não especificadas,Outros,0
I742,Embolia e trombose de artérias dos membros superiores,Outros,0
I743,Embolia e trombose de artérias dos membros inferiores,Outros,0
I744,Embolia e trombose de artérias dos membros não especificadas,Outros,0
I745,Embolia e trombose da artéria ilíaca,Outros,0
I748,Embolia e trombose de outras artérias,Outros,0
I749,Embolia e trombose de artéria não especificada,Outros,0
I770,Fístula arteriovenosa adquirida,Outros,0
I771,Estenose de artéria,Outros,0
I772,Ruptura de artéria,Outros,0
I773,Displasia fibromuscular arterial,Outros,0
I774,Síndrome de compressão da artéria celíaca,Outros,0
I775,Necrose de artéria,Outros,0
I776,Arterite não especificada,Outros,0
I778,Outras afecções especificadas das artérias e das arteríolas,Outros,0
I779,"Afecções de artérias e arteríolas, não especificadas",Outros,0
I780,Telangiectasia hemorrágica hereditária,Outros,0
I781,Nevo não-neoplásico,Outros,0
I788,Outras doenças dos capilares,Outros,0
I789,Doenças não especificadas dos capilares,Outros,0
I790,Aneurisma da aorta em doenças classificadas em outra parte,Outros,0
I791,Aortite em doenças classificadas em outra parte,Outros,0
I792,Angiopatia periférica em doenças classificadas em outra parte,Outros,0
I798,"Outros transtornos das artérias, das arteríolas e dos capilares em doenças classificadas em outra parte",Outros,0
I800,Flebite e tromboflebite dos vasos superficiais dos membros inferiores,Outros,0
I801,Flebite e tromboflebite da veia femural,Outros,0
I802,Flebite e tromboflebite de outros vasos profundos dos membros inferiores,Outros,0
I803,"Flebite e tromboflebite dos membros inferiores, não especificada",Outros,0
I808,Flebite e tromboflebite de outras localizações,Outros,0
I809,Flebite e tromboflebite de localização não especificada,Outros,0
I81,Trombose da veia porta,Outros,0
I820,Síndrome de Budd-Chiari,Outros,0
I821,Tromboflebite migratória,Outros,0
I822,Embolia e trombose de veia cava,Outros,0
I823,Embolia e trombose de veia renal,Outros,0
I828,Embolia e trombose de outras veias especificadas,Outros,0
I829,Embolia e trombose venosas de veia não especificada,Outros,0
I830,Varizes dos membros inferiores com úlcera,Outros,0
I831,Varizes dos membros inferiores com inflamação,Outros,0
I832,Varizes dos membros inferiores com úlcera e inflamação,Outros,0
I839,Varizes dos membros inferiores sem úlcera ou inflamação,Outros,0
I840,Hemorróidas internas trombosadas,Outros,0
I841,Hemorróidas internas com outras complicações,Outros,0
I842,Hemorróidas internas sem complicações,Outros,0
I843,Hemorróidas externas trombosadas,Outros,0
I844,Hemorróidas externas com outras complicações,Outros,0
I845,Hemorróidas externas sem complicação,Outros,0
I846,Plicomas hemorroidários residuais,Outros,0
I847,"Hemorróidas trombosadas, não especificadas",Outros,0
I848,Hemorróidas não especificadas com outras complicações,Outros,0
I849,"Hemorróidas sem complicações, não especificadas",Outros,0
I850,Varizes esofagianas sangrantes,Outros,0
I859,Varizes esofagianas sem sangramento,Outros,0
I860,Varizes sublinguais,Outros,0
I861,Varizes escrotais,Outros,0
I862,Varizes pélvicas,Outros,0
I863,Varizes da vulva,Outros,0
I864,Varizes gástricas,Outros,0
I868,Varizes de outras localizações especificadas,Outros,0
I870,Síndrome pós-flebite,Outros,0
I871,Compressão venosa,Outros,0
I872,Insuficiência venosa (crônica) (periférica),Outros,0
I878,Outros transtornos venosos especificados,Outros,0
I879,Transtorno venoso não especificado,Outros,0
I880,Linfadenite mesentérica não específica,Outros,0
I881,"Linfadenite crônica, exceto a mesentérica",Outros,0
I888,Outras linfadenites inespecíficas,Outros,0
I889,Linfadenite não especificada,Outros,0
I890,Linfedema não classificado em outra parte,Outros,0
I891,Linfangite,Outros,0
I898,"Outros transtornos não-infecciosos, especificados, dos vasos linfáticos e dos gânglios linfáticos",Outros,0
I899,"Transtornos não-infecciosos dos vasos linfáticos e dos gânglios linfáticos, não especificados",Outros,0
I950,Hipotensão idiopática,Outros,0
I951,Hipotensão ortostática,Outros,0
I952,Hipotensão devida a drogas,Outros,0
I958,Outros tipos de hipotensão,Outros,0
I959,Hipotensão não especificada,Outros,0
I970,Síndrome pós-cardiotomia,Outros,0
I971,Outros distúrbios funcionais subseqüentes à cirurgia cardíaca,Outros,0
I972,Síndrome do linfedema pós-mastectomia,Outros,0
I978,Outros transtornos do aparelho circulatório subseqüentes a procedimentos não classificados em outra parte,Outros,0
I979,"Transtornos do aparelho circulatório, subseqüentes a procedimento não especificado",Outros,0
I980,Sífilis cardiovascular,Outros,0
I981,Transtornos cardiovasculares em outras doenças infecciosas e parasitárias classificadas em outra parte,Outros,0
I982,Varizes esofagianas em doenças classificadas em outra parte,Outros,0
I988,Outros transtornos especificados do aparelho circulatório em doenças classificadas em outra parte,Outros,0
I99,Outros transtornos do aparelho circulatório e os não especificados,Outros,0
J00,Nasofaringite aguda [resfriado comum],Outros,0
J010,Sinusite maxilar aguda,Outros,0
J011,Sinusite frontal aguda,Outros,0
J012,Sinusite etmoidal aguda,Outros,0
J013,Sinusite esfenoidal aguda,Outros,0
J014,Pansinusite aguda,Outros,0
J018,Outras sinusites agudas,Outros,0
J019,Sinusite aguda não especificada,Outros,0
J020,Faringite estreptocócica,Outros,0
J028,Faringite aguda devida a outros microorganismos especificados,Outros,0
J029,Faringite aguda não especificada,Outros,0
J030,Amigdalite estreptocócica,Outros,0
J038,Amigdalite aguda devida a outros microorganismos especificados,Outros,0
J039,Amigdalite aguda não especificada,Outros,0
J040,Laringite aguda,Outros,0
J041,Traqueíte aguda,Outros,0
J042,Laringotraqueíte aguda,Outros,0
J050,Laringite obstrutiva aguda [crupe],Outros,0
J051,Epiglotite aguda,Outros,0
J060,Laringofaringite aguda,Outros,0
J068,Outras infecções agudas das vias aéreas superiores de localizações múltiplas,Outros,0
J069,Infecção aguda das vias aéreas superiores não especificada,Outros,0
J100,Influenza com pneumonia devida ao vírus da influenza [gripe] identificado,Outros,0
J101,"Influenza com outras manifestações respiratórias, devida a vírus da influenza [gripe] identificado",Outros,0
J108,"Influenza com outras manifestações, devida a vírus da influenza [gripe] identificado",Outros,0
J110,"Influenza [gripe] com pneumonia, devida a vírus não identificado",Outros,0
J111,"Influenza [gripe] com outras manifestações respiratórias, devida a vírus não identificado",Outros,0
J118,"Influenza [gripe] com outras manifestações, devida a vírus não identificado",Outros,0
J120,Pneumonia devida a adenovírus,Outros,0
J121,Pneumonia devida a vírus respiratório sincicial,Outros,0
J122,Pneumonia devida à parainfluenza,Outros,0
J128,Outras pneumonias virais,Outros,0
J129,Pneumonia viral não especificada,Outros,0
J13,Pneumonia devida a Streptococcus pneumoniae,Outros,0
J14,Pneumonia devida a Haemophilus infuenzae,Outros,0
J150,Pneumonia devida à Klebsiella pneumoniae,Outros,0
J151,Pneumonia devida a Pseudomonas,Outros,0
J152,Pneumonia devida a Staphylococcus,Outros,0
J153,Pneumonia devida a Streptococcus do grupo B,Outros,0
J154,Pneumonia devida a outros estreptococos,Outros,0
J155,Pneumonia devida a Escherichia coli,Outros,0
J156,Pneumonia devida a outras bactérias aeróbicas gram-negativas,Outros,0
J157,Pneumonia devida a Mycoplasma pneumoniae,Outros,0
J158,Outras pneumonias bacterianas,Outros,0
J159,Pneumonia bacteriana não especificada,Outros,0
J160,Pneumonia devida a clamídias,Outros,0
J168,Pneumonia devida a outros microorganismos infecciosos especificados,Outros,0
J170,Pneumonia em doenças bacterianas classificadas em outra parte,Outros,0
J171,Pneumonia em doenças virais classificadas em outra parte,Outros,0
J172,Pneumonia em micoses classificadas em outra parte,Outros,0
J173,Pneumonia em doenças parasitárias classificadas em outra parte,Outros,0
J178,Pneumonia em outras doenças classificadas em outra parte,Outros,0
J180,Broncopneumonia não especificada,Outros,0
J181,Pneumonia lobar não especificada,Outros,0
J182,Pneumonia hipostática não especificada,Outros,0
J188,Outras pneumonias devidas a microorganismos não especificados,Outros,0
J189,Pneumonia não especificada,Outros,0
J200,Bronquite aguda devida a Mycoplasma pneumoniae,Outros,0
J201,Bronquite aguda devida a Haemophilus influenzae,Outros,0
J202,Bronquite aguda devida a estreptococos,Outros,0
J203,Bronquite aguda devida a vírus Coxsackie,Outros,0
J204,Bronquite aguda devida a vírus parainfluenza,Outros,0
J205,Bronquite aguda devida a vírus sincicial respiratório,Outros,0
J206,Bronquite aguda devida a rinovírus,Outros,0
J207,Bronquite aguda devida a echovírus,Outros,0
J208,Bronquite aguda devida a outros microorganismos especificados,Outros,0
J209,Bronquite aguda não especificada,Outros,0
J210,Bronquiolite aguda devida a vírus sincicial respiratório,Outros,0
J218,Bronquiolite aguda devida a outros microorganismos especificados,Outros,0
J219,Bronquite aguda não especificada,Outros,0
J22,Infecções agudas não especificada das vias aéreas inferiores,Outros,0
J300,Rinite vasomotora,Outros,0
J301,Rinite alérgica devida a pólen,Outros,0
J302,Outras rinites alérgicas sazonais,Outros,0
J303,Outras rinites alérgicas,Outros,0
J304,Rinite alérgica não especificada,Outros,0
J310,Rinite crônica,Outros,0
J311,Nasofaringite crônica,Outros,0
J312,Faringite crônica,Outros,0
J320,Sinusite maxilar crônica,Outros,0
J321,Sinusite frontal crônica,Outros,0
J322,Sinusite etmoidal crônica,Outros,0
J323,Sinusite esfenoidal crônica,Outros,0
J324,Pansinusite crônica,Outros,0
J328,Outras sinusites crônicas,Outros,0
J329,Sinusite crônica não especificada,Outros,0
J330,Pólipo da cavidade nasal,Outros,0
J331,Degeneração polipóide do seio paranasal,Outros,0
J338,Outros pólipos do seio paranasal,Outros,0
J339,Pólipo nasal não especificado,Outros,0
J340,"Abscesso, furúnculo e antraz do nariz",Outros,0
J341,Cisto e mucocele do nariz e do seio paranasal,Outros,0
J342,Desvio do septo nasal,Outros,0
J343,Hipertrofia dos cornetos nasais,Outros,0
J348,Outros transtornos especificados do nariz e dos seios paranasais,Outros,0
J350,Amigdalite crônica,Outros,0
J351,Hipertrofia das amígdalas,Outros,0
J352,Hipertrofia das adenóides,Outros,0
J353,Hipertrofia das amígdalas com hipertrofia das adenóides,Outros,0
J358,Outras doenças crônicas das amígdalas e das adenóides,Outros,0
J359,Doenças das amígdalas e das adenóides não especificadas,Outros,0
J36,Abscesso periamigdaliano,Outros,0
J370,Laringite crônica,Outros,0
J371,Laringotraqueíte crônica,Outros,0
J380,Paralisia das cordas vocais e da laringe,Outros,0
J381,Pólipo das cordas vocais e da laringe,Outros,0
J382,Nódulos das cordas vocais,Outros,0
J383,Outras doenças das cordas vocais,Outros,0
J384,Edema da laringe,Outros,0
J385,Espasmo da laringe,Outros,0
J386,Estenose da laringe,Outros,0
J387,Outras doenças da laringe,Outros,0
J390,Abscesso retrofaríngeo e parafaríngeo,Outros,0
J391,Outros abscessos da faringe,Outros,0
J392,Outras doenças da faringe,Outros,0
J393,Reação de hipersensibilidade das vias aéreas superiores de localização não especificada,Outros,0
J398,Outras doenças especificadas das vias aéreas superiores,Outros,0
J399,Doença não especificada das vias aéreas superiores,Outros,0
J40,Bronquite não especificada como aguda ou crônica,Outros,0
J410,Bronquite crônica simples,Outros,0
J411,Bronquite crônica mucopurulenta,Outros,0
J418,"Bronquite crônica mista, simples e mucopurulenta",Outros,0
J42,Bronquite crônica não especificada,Outros,0
J430,Síndrome de MacLeod,Outros,0
J431,Enfisema panlobular,Outros,0
J432,Enfisema centrolobular,Outros,0
J438,Outras formas de enfisema,Outros,0
J439,Enfisema não especificado,Outros,0
J440,Doença pulmonar obstrutiva crônica com infecção respiratória aguda do trato respiratório inferior,Outros,0
J441,Doença pulmonar obstrutiva crônica com exacerbação aguda não especificada,Outros,0
J448,Outras formas especificadas de doença pulmonar obstrutiva crônica,Outros,0
J449,Doença pulmonar obstrutiva crônica não especificada,Outros,0
J450,Asma predominantemente alérgica,Outros,0
J451,Asma não-alérgica,Outros,0
J458,Asma mista,Outros,0
J459,Asma não especificada,Outros,0
J46,Estado de mal asmático,Outros,0
J47,Bronquectasia,Outros,0
J60,Pneumoconiose dos mineiros de carvão,Outros,0
J61,Pneumoconiose devida a amianto [asbesto] e outras fibras minerais,Outros,0
J620,Pneumoconiose devida a pó de talco,Outros,0
J628,Pneumoconiose devida a outras poeiras que contenham sílica,Outros,0
J630,Aluminose (do pulmão),Outros,0
J631,Fibrose (do pulmão) causada por bauxita,Outros,0
J632,Beriliose,Outros,0
J633,Fibrose (do pulmão) causada por grafite,Outros,0
J634,Siderose,Outros,0
J635,Estanose,Outros,0
J638,Pneumoconiose devida a outras poeira inorgânicas especificados,Outros,0
J64,Pneumoconiose não especificada,Outros,0
J65,Pneumoconiose associada com tuberculose,Outros,0
J660,Bissinose,Outros,0
J661,Doença dos cardadores de linho,Outros,0
J662,Canabinose,Outros,0
J668,Doenças das vias aéreas devida a outras poeiras orgânicas específicas,Outros,0
J670,Pulmão de fazendeiro,Outros,0
J671,Bagaçose,Outros,0
J672,Pulmão dos criadores de pássaros,Outros,0
J673,Suberose,Outros,0
J674,Pulmão dos trabalhadores do malte,Outros,0
J675,Pulmão dos que trabalham com cogumelos,Outros,0
J676,Pulmão dos cortadores de casca do bordo,Outros,0
J677,Doença pulmonar devida aos sistemas de ar condicionado e de umidificação do ar,Outros,0
J678,"Pneumonites de hipersensibilidade, devidas a outras poeiras orgânicas",Outros,0
J679,Pneumonite de hipersensibilidade devida a poeira orgânica não especificada,Outros,0
J680,"Bronquite e pneumonite devida a produtos químicos, gases, fumaças e vapores",Outros,0
J681,"Edema pulmonar agudo devido a produtos químicos, gases, fumaças e vapores",Outros,0
J682,"Inflamação das vias aéreas superiores devida a produtos químicos, gases, fumaças e vapores, não classificada em outra parte",Outros,0
J683,"Outras afecções respiratórias agudas e subagudas devidas a produtos químicos, gases, fumaças e vapores",Outros,0
J684,"Afecções respiratórias crônicas devidas a produtos químicos, gases, fumaças e vapores",Outros,0
J688,"Outras afecções respiratórias devida a produtos químicos, gases, fumaças e vapores",Outros,0
J689,"Afecção respiratória não especificada devida a produtos químicos, gases, fumaça e vapores",Outros,0
